full_text,tweet_url,original_text,cleaned_text,preprocessed_text,cluster_label,sentiment,predicted_sentiment
@halalindonesia_ Dari makanan siap saji sampai bahan kimia semua produk berlomba dapat sertifikasi halal! Cek 10 produk teratas di gambar. #halalindonesia #bpjph l,https://x.com/undefined/status/1993249988110086359,@halalindonesia_ Dari makanan siap saji sampai bahan kimia semua produk berlomba dapat sertifikasi halal! Cek 10 produk teratas di gambar. #halalindonesia #bpjph l,dari makanan siap saji sampai bahan kimia semua produk berlomba dapat sertifikasi halal cek produk teratas di gambar l,makanan siap saji bahan kimia produk berlomba sertifikasi halal cek produk teratas gambar l,0,netral,netral
Euy infokan penjual makanan minuman jajanan di Bandung dsk yg udah sertifikasi halal. Kalau bisa yg disertifikasi lembaga kredibel. Sok sieun tuang di luar teh dosana gede info dari yg diajarkan ustadz di kajian kalau makan/minum yg gak halal.,https://x.com/undefined/status/1992907566574174658,Euy infokan penjual makanan minuman jajanan di Bandung dsk yg udah sertifikasi halal. Kalau bisa yg disertifikasi lembaga kredibel. Sok sieun tuang di luar teh dosana gede info dari yg diajarkan ustadz di kajian kalau makan/minum yg gak halal.,euy infokan penjual makanan minuman jajanan di bandung dsk yg udah sertifikasi halal kalau bisa yg disertifikasi lembaga kredibel sok sieun tuang di luar teh dosana gede info dari yg diajarkan ustadz di kajian kalau makanminum yg gak halal,euy infokan penjual makanan minuman jajanan bandung dsk sertifikasi halal disertifikasi lembaga kredibel sok sieun tuang luar teh dosana gede info diajarkan ustadz kajian makanminum halal,0,netral,netral
@gufronian @awesomeposted Ya ibarat kan bang syukur kalo muslim emang udah diwajibin buat selektif milih makanan apalagi sertifikasi halal kan ketat masa iya literally disuruh kitab sucinya tp masi salah milih makanan berarti emang reading comprehension nya jelek,https://x.com/undefined/status/1991878380611064123,@gufronian @awesomeposted Ya ibarat kan bang syukur kalo muslim emang udah diwajibin buat selektif milih makanan apalagi sertifikasi halal kan ketat masa iya literally disuruh kitab sucinya tp masi salah milih makanan berarti emang reading comprehension nya jelek,ya ibarat kan bang syukur kalo muslim emang udah diwajibin buat selektif milih makanan apalagi sertifikasi halal kan ketat masa iya literally disuruh kitab sucinya tp masi salah milih makanan berarti emang reading comprehension nya jelek,ibarat bang syukur muslim diwajibin buat selektif milih makanan apalagi sertifikasi halal ketat masa iya literally disuruh kitab sucinya masi salah milih makanan berarti reading comprehension jelek,0,netral,netral
@repaaldoo @AryaDwipangga03 @GNFI Tapi kalau gitu redudansi atau pengulangan kata jadinya kata halal nya di tulis 2 kali Gimana kalau setiap makanan dan minumal wajib berserfirikasi dari mui Atau sekarang yang membawahi sertifikasi halal siapa ya?,https://x.com/undefined/status/1991722252497526873,@repaaldoo @AryaDwipangga03 @GNFI Tapi kalau gitu redudansi atau pengulangan kata jadinya kata halal nya di tulis 2 kali Gimana kalau setiap makanan dan minumal wajib berserfirikasi dari mui Atau sekarang yang membawahi sertifikasi halal siapa ya?,tapi kalau gitu redudansi atau pengulangan kata jadinya kata halal nya di tulis kali gimana kalau setiap makanan dan minumal wajib berserfirikasi dari mui atau sekarang yang membawahi sertifikasi halal siapa ya,tapi redudansi pengulangan kata jadinya kata halal tulis kali gimana makanan minumal wajib berserfirikasi mui membawahi sertifikasi halal,0,netral,netral
Adakah sertifikasi untuk makanan tidak halal?,https://x.com/undefined/status/1991659781363585257,Adakah sertifikasi untuk makanan tidak halal?,adakah sertifikasi untuk makanan tidak halal,adakah sertifikasi makanan halal,0,netral,netral
@M4ngU5il Indonesia itu berpenduduk mayoritas muslim sejatinya makanan halal jauh lebih banyak ketimbang non halal. Program yg logis &amp; hemat biaya adalah sertifikasi makanan non halal. Begitu ada cuannya semua mau diatur rakyat juga yg menanggung bebannya !! Jangan jadi pemeras rakyat !!,https://x.com/undefined/status/1991561684725690750,@M4ngU5il Indonesia itu berpenduduk mayoritas muslim sejatinya makanan halal jauh lebih banyak ketimbang non halal. Program yg logis &amp; hemat biaya adalah sertifikasi makanan non halal. Begitu ada cuannya semua mau diatur rakyat juga yg menanggung bebannya !! Jangan jadi pemeras rakyat !!,indonesia itu berpenduduk mayoritas muslim sejatinya makanan halal jauh lebih banyak ketimbang non halal program yg logis amp hemat biaya adalah sertifikasi makanan non halal begitu ada cuannya semua mau diatur rakyat juga yg menanggung bebannya jangan jadi pemeras rakyat,indonesia berpenduduk mayoritas muslim sejatinya makanan halal jauh ketimbang non halal program logis amp hemat biaya sertifikasi makanan non halal ada cuannya diatur rakyat menanggung bebannya jadi pemeras rakyat,0,netral,netral
@GNFI Logika yg kebalik di mayoritas negara muslim..harusnya yg di sertifikasi adalah makanan non halal..bukan malah yg halal..lagi2 bisnis MUI,https://x.com/undefined/status/1991490420103315630,@GNFI Logika yg kebalik di mayoritas negara muslim..harusnya yg di sertifikasi adalah makanan non halal..bukan malah yg halal..lagi2 bisnis MUI,logika yg kebalik di mayoritas negara muslimharusnya yg di sertifikasi adalah makanan non halalbukan malah yg halallagi bisnis mui,logika kebalik mayoritas negara muslimharusnya sertifikasi makanan non halalbukan malah halallagi bisnis mui,0,netral,netral
@GNFI Kalo jual makanan kucing wajib sertifikasi halal juga kah? Takut kucingnya muslim kalo asal jual,https://x.com/undefined/status/1991482480692719785,@GNFI Kalo jual makanan kucing wajib sertifikasi halal juga kah? Takut kucingnya muslim kalo asal jual,kalo jual makanan kucing wajib sertifikasi halal juga kah takut kucingnya muslim kalo asal jual,jual makanan kucing wajib sertifikasi halal takut kucingnya muslim asal jual,0,netral,netral
Ada aja akal bulusnya buat malak rakyat lagi ni Menag dg embel2 sertifikasi halal buat semua produk makanan duit dr tambang sama dana haji masih kurang kah?,https://x.com/undefined/status/1991435978469437818,Ada aja akal bulusnya buat malak rakyat lagi ni Menag dg embel2 sertifikasi halal buat semua produk makanan duit dr tambang sama dana haji masih kurang kah?,ada aja akal bulusnya buat malak rakyat lagi ni menag dg embel sertifikasi halal buat semua produk makanan duit dr tambang sama dana haji masih kurang kah,ada akal bulusnya buat malak rakyat ni menag dg embel sertifikasi halal buat produk makanan duit tambang sama dana haji,0,netral,netral
@GNFI Negara mayoritas muslim pake sertifikasi halal aja udah aneh seharusnya cukup makanan non hala aja yg dikasih sertifikasi non halal karna jumlah mereka lebih dikit dan lebih enak diatur emang dasarnya ni negara kocak.,https://x.com/undefined/status/1991427123228393779,@GNFI Negara mayoritas muslim pake sertifikasi halal aja udah aneh seharusnya cukup makanan non hala aja yg dikasih sertifikasi non halal karna jumlah mereka lebih dikit dan lebih enak diatur emang dasarnya ni negara kocak.,negara mayoritas muslim pake sertifikasi halal aja udah aneh seharusnya cukup makanan non hala aja yg dikasih sertifikasi non halal karna jumlah mereka lebih dikit dan lebih enak diatur emang dasarnya ni negara kocak,negara mayoritas muslim pake sertifikasi halal aneh seharusnya makanan non hala dikasih sertifikasi non halal karna jumlah dikit enak diatur dasarnya ni negara kocak,0,netral,netral
URUS IZIN HALAL OLAHAN ESKRIM Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bar.. Selengkapnya di https://t.co/cyHKgFdHnl,https://x.com/undefined/status/1991423339928383660,URUS IZIN HALAL OLAHAN ESKRIM Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bar.. Selengkapnya di https://t.co/cyHKgFdHnl,urus izin halal olahan eskrim ingin mengurus perizinan halal untuk keperluan usaha anda pt konsultan legal indo siap membantu anda untuk mengurus perizinan sertifikasi halal seperti produk makanan minuman kosmetik dan bar selengkapnya di,urus izin halal olahan eskrim mengurus perizinan halal keperluan usaha pt konsultan legal indo siap membantu mengurus perizinan sertifikasi halal produk makanan minuman kosmetik bar selengkapnya,0,netral,netral
@GNFI Good news dari mananya ini? Halal-haram makanan itu pengetahuan umum bagi muslim gak perlu ada sertifikasi. Toh kalaupun yg makan/minum gak tau gak akan dosa juga. Masih lebih logis sertifikasi keamanan pangan daripada sertifikasi halal.,https://x.com/undefined/status/1991423269292163408,@GNFI Good news dari mananya ini? Halal-haram makanan itu pengetahuan umum bagi muslim gak perlu ada sertifikasi. Toh kalaupun yg makan/minum gak tau gak akan dosa juga. Masih lebih logis sertifikasi keamanan pangan daripada sertifikasi halal.,good news dari mananya ini halalharam makanan itu pengetahuan umum bagi muslim gak perlu ada sertifikasi toh kalaupun yg makanminum gak tau gak akan dosa juga masih lebih logis sertifikasi keamanan pangan daripada sertifikasi halal,good news mananya halalharam makanan pengetahuan umum muslim ada sertifikasi toh kalaupun makanminum tau dosa logis sertifikasi keamanan pangan daripada sertifikasi halal,0,netral,netral
@GNFI Indonesia negara muslim yg katanya terbesar tp msh sibuk sertifikasi makanan halal. Seharusnya yg disertifikasi adalah makanan non-halal kok yg muslim yg jumlahnya lbh byk malah sulit mau makan,https://x.com/undefined/status/1991388005635092821,@GNFI Indonesia negara muslim yg katanya terbesar tp msh sibuk sertifikasi makanan halal. Seharusnya yg disertifikasi adalah makanan non-halal kok yg muslim yg jumlahnya lbh byk malah sulit mau makan,indonesia negara muslim yg katanya terbesar tp msh sibuk sertifikasi makanan halal seharusnya yg disertifikasi adalah makanan nonhalal kok yg muslim yg jumlahnya lbh byk malah sulit mau makan,indonesia negara muslim katanya terbesar msh sibuk sertifikasi makanan halal seharusnya disertifikasi makanan nonhalal muslim jumlahnya lbh byk malah sulit makan,0,netral,netral
@tdkpakaigula @GNFI Btw makanan halal itu bukan harus melalui uji sertifikasi kan. Siapa yang bayar biayanya?,https://x.com/undefined/status/1991387259791372542,@tdkpakaigula @GNFI Btw makanan halal itu bukan harus melalui uji sertifikasi kan. Siapa yang bayar biayanya?,btw makanan halal itu bukan harus melalui uji sertifikasi kan siapa yang bayar biayanya,btw makanan halal uji sertifikasi bayar biayanya,0,netral,netral
Pemerintah memberikan waktu pelaku usaha untuk melakukan sertifikasi halal pada semua produk hingga Oktober 2026. https://t.co/JdRU03FamB,https://x.com/undefined/status/1990347427388227915,Pemerintah memberikan waktu pelaku usaha untuk melakukan sertifikasi halal pada semua produk hingga Oktober 2026. https://t.co/JdRU03FamB,pemerintah memberikan waktu pelaku usaha untuk melakukan sertifikasi halal pada semua produk hingga oktober,pemerintah memberikan waktu pelaku usaha melakukan sertifikasi halal produk oktober,0,netral,netral
@kompascom Bagi konoha lebih penting sertifikasi halal semua produk daripada terpapar nuklir keracunan mbg saja dianggap biasa apalagi nuklir. Presiden nya jalan2 keliling dunia masa bodo. Coba ada kasus di pabrik itu ada makanan mengandung babi pasti pemerintah dan MUI lgs nge gas,https://x.com/undefined/status/1989441278774493591,@kompascom Bagi konoha lebih penting sertifikasi halal semua produk daripada terpapar nuklir keracunan mbg saja dianggap biasa apalagi nuklir. Presiden nya jalan2 keliling dunia masa bodo. Coba ada kasus di pabrik itu ada makanan mengandung babi pasti pemerintah dan MUI lgs nge gas,bagi konoha lebih penting sertifikasi halal semua produk daripada terpapar nuklir keracunan mbg saja dianggap biasa apalagi nuklir presiden nya jalan keliling dunia masa bodo coba ada kasus di pabrik itu ada makanan mengandung babi pasti pemerintah dan mui lgs nge gas,konoha penting sertifikasi halal produk daripada terpapar nuklir keracunan mbg dianggap biasa apalagi nuklir presiden jalan keliling dunia masa bodo coba ada kasus pabrik ada makanan mengandung babi pasti pemerintah mui lgs nge gas,0,netral,netral
5 Bahan Baku Makanan yang Wajib Halal untuk Urus Sertifikasi Halal https://t.co/PHkqhHcza6,https://x.com/undefined/status/1989190723984609412,5 Bahan Baku Makanan yang Wajib Halal untuk Urus Sertifikasi Halal https://t.co/PHkqhHcza6,bahan baku makanan yang wajib halal untuk urus sertifikasi halal,bahan baku makanan wajib halal urus sertifikasi halal,0,netral,netral
@halalindonesia_ Kolaborasi yang patut diapresiasi.pentiing sekali sertifikasi halal untuk produk MBG supaya anak anak aman dari makanan ya g tidak halal,https://x.com/undefined/status/1988971422430204150,@halalindonesia_ Kolaborasi yang patut diapresiasi.pentiing sekali sertifikasi halal untuk produk MBG supaya anak anak aman dari makanan ya g tidak halal,kolaborasi yang patut diapresiasipentiing sekali sertifikasi halal untuk produk mbg supaya anak anak aman dari makanan ya g tidak halal,kolaborasi patut diapresiasipentiing sertifikasi halal produk mbg anak anak aman makanan g halal,0,netral,netral
@halalindonesia_ Penting banget nih bagi produsen makanan untuk punya sertifikasi halal resmi. Konsumen Indonesia mayoritas muslim dan butuh jaminan itu,https://x.com/undefined/status/1988386291843821810,@halalindonesia_ Penting banget nih bagi produsen makanan untuk punya sertifikasi halal resmi. Konsumen Indonesia mayoritas muslim dan butuh jaminan itu,penting banget nih bagi produsen makanan untuk punya sertifikasi halal resmi konsumen indonesia mayoritas muslim dan butuh jaminan itu,penting produsen makanan punya sertifikasi halal resmi konsumen indonesia mayoritas muslim butuh jaminan,0,netral,netral
URUS IZIN HALAL COKLAT OLAHAN Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bar.. Selengkapnya di https://t.co/cyHKgFdHnl,https://x.com/undefined/status/1986740957870760238,URUS IZIN HALAL COKLAT OLAHAN Ingin mengurus perizinan halal untuk keperluan usaha anda? PT. Konsultan Legal Indo siap membantu anda untuk mengurus Perizinan Sertifikasi Halal seperti produk makanan minuman kosmetik dan bar.. Selengkapnya di https://t.co/cyHKgFdHnl,urus izin halal coklat olahan ingin mengurus perizinan halal untuk keperluan usaha anda pt konsultan legal indo siap membantu anda untuk mengurus perizinan sertifikasi halal seperti produk makanan minuman kosmetik dan bar selengkapnya di,urus izin halal coklat olahan mengurus perizinan halal keperluan usaha pt konsultan legal indo siap membantu mengurus perizinan sertifikasi halal produk makanan minuman kosmetik bar selengkapnya,0,netral,netral
@FashionIin @jarudin59 @yaniarsim @prabowo Di Solo Gibran memajukan UMKM kuliner lewat program pelatihan akses modal murah dan sertifikasi halal yang dorong daya saing pelaku usaha. Upaya ini tak hanya angkat satu jenis makanan tapi bangun ekosistem pariwisata kuliner yang tarik wisatawan dan tingkatkan pendapatan,https://x.com/undefined/status/1986285595023581460,@FashionIin @jarudin59 @yaniarsim @prabowo Di Solo Gibran memajukan UMKM kuliner lewat program pelatihan akses modal murah dan sertifikasi halal yang dorong daya saing pelaku usaha. Upaya ini tak hanya angkat satu jenis makanan tapi bangun ekosistem pariwisata kuliner yang tarik wisatawan dan tingkatkan pendapatan,di solo gibran memajukan umkm kuliner lewat program pelatihan akses modal murah dan sertifikasi halal yang dorong daya saing pelaku usaha upaya ini tak hanya angkat satu jenis makanan tapi bangun ekosistem pariwisata kuliner yang tarik wisatawan dan tingkatkan pendapatan,solo gibran memajukan umkm kuliner lewat program pelatihan akses modal murah sertifikasi halal dorong daya saing pelaku usaha upaya angkat jenis makanan tapi bangun ekosistem pariwisata kuliner tarik wisatawan tingkatkan pendapatan,0,netral,netral
@Taka_99__77 @azki1825 @Paramecwara @porscheruby Terima kasih atas apresiasinya! Sertifikasi halal pada kulkas memang dirancang untuk menjamin kemurnian bahan yang bersentuhan dengan makanan menghindari kontaminasi tidak terlihat seperti alkohol dalam lapisan atau lemak najis. Ini bagian dari prinsip Islam yang luas soal,https://x.com/undefined/status/1985924036908761466,@Taka_99__77 @azki1825 @Paramecwara @porscheruby Terima kasih atas apresiasinya! Sertifikasi halal pada kulkas memang dirancang untuk menjamin kemurnian bahan yang bersentuhan dengan makanan menghindari kontaminasi tidak terlihat seperti alkohol dalam lapisan atau lemak najis. Ini bagian dari prinsip Islam yang luas soal,terima kasih atas apresiasinya sertifikasi halal pada kulkas memang dirancang untuk menjamin kemurnian bahan yang bersentuhan dengan makanan menghindari kontaminasi tidak terlihat seperti alkohol dalam lapisan atau lemak najis ini bagian dari prinsip islam yang luas soal,terima kasih atas apresiasinya sertifikasi halal kulkas memang dirancang menjamin kemurnian bahan bersentuhan makanan menghindari kontaminasi terlihat alkohol lapisan lemak najis bagian prinsip islam luas soal,0,netral,netral
@azki1825 @Taka_99__77 @Paramecwara @porscheruby Sertifikasi halal untuk kulkas memastikan bahan baku proses produksi dan rantai pasok bebas dari unsur haram seperti lemak babi alkohol atau kontaminasi najis sehingga tidak mencemari makanan secara tidak langsung. Halal secara luas berarti suci dan diperbolehkan menurut,https://x.com/undefined/status/1985919466224656469,@azki1825 @Taka_99__77 @Paramecwara @porscheruby Sertifikasi halal untuk kulkas memastikan bahan baku proses produksi dan rantai pasok bebas dari unsur haram seperti lemak babi alkohol atau kontaminasi najis sehingga tidak mencemari makanan secara tidak langsung. Halal secara luas berarti suci dan diperbolehkan menurut,sertifikasi halal untuk kulkas memastikan bahan baku proses produksi dan rantai pasok bebas dari unsur haram seperti lemak babi alkohol atau kontaminasi najis sehingga tidak mencemari makanan secara tidak langsung halal secara luas berarti suci dan diperbolehkan menurut,sertifikasi halal kulkas memastikan bahan baku proses produksi rantai pasok bebas unsur haram lemak babi alkohol kontaminasi najis mencemari makanan langsung halal luas berarti suci diperbolehkan menurut,0,netral,netral
@hapuskanpinjol @rakyatkecik @Roebanie Tidak Dinas Ketahanan Pangan tidak memiliki wewenang khusus untuk menyelidiki atau menyatakan status halal/non-halal makanan yang dijual ke masyarakat. Sertifikasi halal diatur secara terpusat oleh Badan Penyelenggara Jaminan Produk Halal (BPJPH) dan Majelis Ulama Indonesia,https://x.com/undefined/status/1985915685298716913,@hapuskanpinjol @rakyatkecik @Roebanie Tidak Dinas Ketahanan Pangan tidak memiliki wewenang khusus untuk menyelidiki atau menyatakan status halal/non-halal makanan yang dijual ke masyarakat. Sertifikasi halal diatur secara terpusat oleh Badan Penyelenggara Jaminan Produk Halal (BPJPH) dan Majelis Ulama Indonesia,tidak dinas ketahanan pangan tidak memiliki wewenang khusus untuk menyelidiki atau menyatakan status halalnonhalal makanan yang dijual ke masyarakat sertifikasi halal diatur secara terpusat oleh badan penyelenggara jaminan produk halal bpjph dan majelis ulama indonesia,dinas ketahanan pangan memiliki wewenang khusus menyelidiki menyatakan status halalnonhalal makanan dijual masyarakat sertifikasi halal diatur terpusat badan penyelenggara jaminan produk halal bpjph majelis ulama indonesia,0,netral,netral
@ikanlelegex @tigor_na70 @txtdrimedia Bukan tapi hanya masalah adminitratif lagi ngurus sertifikasi halal. Non halal bukan karena makanan mengandung bahan haram tapi cuma belum terdaftar aja. Tapi petugas sudah langsung masang stiker non halal aja. ,https://x.com/undefined/status/1985582865728643093,@ikanlelegex @tigor_na70 @txtdrimedia Bukan tapi hanya masalah adminitratif lagi ngurus sertifikasi halal. Non halal bukan karena makanan mengandung bahan haram tapi cuma belum terdaftar aja. Tapi petugas sudah langsung masang stiker non halal aja. ,bukan tapi hanya masalah adminitratif lagi ngurus sertifikasi halal non halal bukan karena makanan mengandung bahan haram tapi cuma belum terdaftar aja tapi petugas sudah langsung masang stiker non halal aja,tapi masalah adminitratif ngurus sertifikasi halal non halal makanan mengandung bahan haram tapi cuma terdaftar tapi petugas langsung masang stiker non halal,0,netral,netral
@txtdrimedia Lho salahnya dimana? Stop him when he's telling lies. Makanan aja harus ada sertifikasi halal. Mayoritas kalo ngadain terop gede²an kalo yang minoritas protes dianggep kafir. Kalo yang minoritas ngada'in doa kecil²an digebukin bahkan sampw dibacok. Padahal ini negara pancasila.,https://x.com/undefined/status/1985559665959485609,@txtdrimedia Lho salahnya dimana? Stop him when he's telling lies. Makanan aja harus ada sertifikasi halal. Mayoritas kalo ngadain terop gede²an kalo yang minoritas protes dianggep kafir. Kalo yang minoritas ngada'in doa kecil²an digebukin bahkan sampw dibacok. Padahal ini negara pancasila.,lho salahnya dimana stop him when hes telling lies makanan aja harus ada sertifikasi halal mayoritas kalo ngadain terop gedean kalo yang minoritas protes dianggep kafir kalo yang minoritas ngadain doa kecilan digebukin bahkan sampw dibacok padahal ini negara pancasila,lho salahnya stop him when hes telling lies makanan ada sertifikasi halal mayoritas ngadain terop gedean minoritas protes dianggep kafir minoritas ngadain doa kecilan digebukin bahkan sampw dibacok padahal negara pancasila,0,netral,netral
